Gene,pval,qval
Stxbp2,0.531833876,0.678685682
Rpl7l1,0.531790119,0.678685682
Gpi1,0.532183562,0.679057211
C330018D20Rik,0.532209405,0.679057211
Gm17259,0.532318041,0.679145271
Gm12166,0.532460682,0.6792767
Mecom,0.53258594,0.679385935
Pnpt1,0.532709135,0.679441964
Gm53,0.532691465,0.679441964
Lars,0.532811952,0.679522542
Zc3hc1,0.532876643,0.679528767
Hmgb2,0.532914525,0.679528767
Ahsa2,0.532935757,0.679528767
Fbxw2,0.533176055,0.679784599
Xrcc3,0.533525671,0.68017976
Trappc9,0.533618283,0.680247238
Pmpca,0.533920401,0.68058176
Lin9,0.534188743,0.680873183
Eprs,0.534328443,0.680949979
Nkiras1,0.534292395,0.680949979
Msantd4,0.534404173,0.680995862
Mob1b,0.53455094,0.681132254
Rexo2,0.534663659,0.681225244
Rab43,0.534755979,0.681241602
Inpp5a,0.53475177,0.681241602
Dnah6,0.534822323,0.681275489
Bckdha,0.534999991,0.681400538
Otub1,0.534982546,0.681400538
Ndufaf1,0.53509284,0.681417537
Mrpl10,0.535072457,0.681417537
1700123O20Rik,0.535304004,0.681635808
Pnkd,0.535373179,0.681643205
Rnft1,0.535389343,0.681643205
Mad2l1bp,0.535439782,0.681656795
St7,0.535563118,0.681662098
Clns1a,0.535502241,0.681662098
Cfl1,0.535563244,0.681662098
Atp5a1,0.53560759,0.681667927
S100a2,0.535652645,0.681674658
Pex11b,0.535739119,0.681734094
Gm13563,0.535929253,0.681908048
Sec62,0.53595538,0.681908048
Ptgr1,0.536265177,0.68220094
Gm16286,0.536255186,0.68220094
Ccdc124,0.536833675,0.682822799
Wdr60,0.536804442,0.682822799
Rad23b,0.536896073,0.682851498
Ifnar2,0.536956272,0.682877396
5430403G16Rik,0.53714107,0.683061738
Npepps,0.537200096,0.683086124
Eps15,0.537360203,0.683188356
Rnf7,0.537354429,0.683188356
Ttc16,0.53749385,0.683307592
Nr1i3,0.537669191,0.683479812
Lyrm1,0.537733139,0.683510416
1190002N15Rik,0.537840269,0.683595899
Hnrnpa2b1,0.537947423,0.683677407
Arx,0.537984164,0.683677407
Nccrp1,0.53813066,0.683812881
Gnpda1,0.538317667,0.68399981
Zfp458,0.538477415,0.684152079
Wdr89,0.538532335,0.684171148
Tm2d2,0.538697294,0.68433
Eif6,0.538775316,0.684378397
Ap3s2,0.53905247,0.684679715
Atp5sl,0.539275149,0.684911803
Gm5577,0.539490509,0.685134561
Wls,0.539573406,0.685155854
Trim68,0.539587215,0.685155854
Mpp3,0.539700642,0.685249123
AI597479,0.540023641,0.685506906
1700012B09Rik,0.540011173,0.685506906
Cox8a,0.539962368,0.685506906
Slc20a1,0.540164921,0.685635474
Notch2,0.540234536,0.685664582
Cnot6l,0.540267851,0.685664582
Cacybp,0.540421897,0.685739971
Src,0.540470632,0.685739971
Alg5,0.540511741,0.685739971
Enpep,0.540527272,0.685739971
Cav2,0.540479244,0.685739971
Gm826,0.540679463,0.685882288
Gpx4,0.540724828,0.685889078
Serbp1,0.541057446,0.68626021
Mmaa,0.541172815,0.686355755
Ddx42,0.541446124,0.686651584
Hinfp,0.541560721,0.686746108
Gid8,0.541741708,0.686924799
Got2,0.54184869,0.687009634
Ptprr,0.541964787,0.687106011
Maoa,0.542103175,0.687230634
Tgfa,0.542686731,0.687837629
Cln3,0.542702364,0.687837629
Mfsd3,0.542661881,0.687837629
Vamp4,0.5430612,0.688241541
Slc25a40,0.543254047,0.688384157
Lonrf3,0.543215268,0.688384157
Ubp1,0.54331922,0.688415852
Cyp27a1,0.54339219,0.688418447
Gnpnat1,0.543441747,0.688418447
Rbm22,0.543430943,0.688418447
Dhrs11,0.543544625,0.688497891
Jade2,0.543613024,0.688533653
Mxd3,0.543707774,0.688586427
Nxf1,0.54373503,0.688586427
Hcfc2,0.543836594,0.688613303
Zpbp,0.543821878,0.688613303
Pdcd4,0.5439961,0.688764395
Gstz1,0.544045818,0.68877647
Kifap3,0.544412898,0.68913941
1190007I07Rik,0.544385111,0.68913941
Map3k10,0.5448209,0.689604953
B9d1,0.544866589,0.689611862
Gm14798,0.544970512,0.689692471
Dph3,0.545359448,0.690082798
Fbxo45,0.545357201,0.690082798
Ccnl2,0.545550208,0.690222279
Mgmt,0.545543088,0.690222279
Ogt,0.545955308,0.69068383
Trappc5,0.546078771,0.690789041
Brat1,0.546363592,0.690956596
Malsu1,0.546280255,0.690956596
Rabep2,0.54635868,0.690956596
Gm15932,0.546372457,0.690956596
Erh,0.546635619,0.691238403
Slc25a24,0.546685442,0.691250413
Tdg,0.546906666,0.691326161
Lif,0.546832238,0.691326161
Nploc4,0.546888607,0.691326161
Lman1,0.546893568,0.691326161
Tbc1d14,0.54702607,0.69137513
Supv3l1,0.546995127,0.69137513
Naa10,0.547353931,0.691738505
4933427G23Rik,0.547439785,0.691796004
Nptn,0.547538139,0.691869289
Kpna7,0.547618072,0.691919289
Gm5575,0.547672701,0.691937311
Serinc2,0.547823699,0.691975083
Zfp672,0.54777214,0.691975083
Mms19,0.547818597,0.691975083
Bola3,0.547881838,0.691997529
Sgsm1,0.547998026,0.692093286
Grsf1,0.548046264,0.692103217
1700025G04Rik,0.548389638,0.692485833
Tomm70a,0.548471277,0.692486899
Wdr36,0.548436382,0.692486899
Eif2b4,0.54854356,0.692527155
Eif1b,0.548590931,0.692535955
Hnrnpk,0.549155371,0.69319745
Scoc,0.549445857,0.693513061
Psmc6,0.549750216,0.693846134
Ldb1,0.54994325,0.694038666
Mpg,0.550208817,0.694322699
Mboat2,0.550303931,0.694391607
Htatsf1,0.550347123,0.694394993
Phb,0.550516587,0.69455769
G630090E17Rik,0.551183302,0.695347671
mt-Nd3,0.551276371,0.695413905
2410131K14Rik,0.551613711,0.695767009
Uchl3,0.551637465,0.695767009
Mrps23,0.551906421,0.696055023
Vps72,0.552075973,0.696166421
Pdik1l,0.55207475,0.696166421
Dhrs3,0.552188273,0.696256813
Smox,0.552333125,0.696388234
Gtpbp6,0.552450207,0.696484625
Narf,0.552614565,0.696622927
Bcap29,0.552641185,0.696622927
Gm1564,0.552973708,0.696990831
1600029I14Rik,0.553056312,0.697043695
Prlr,0.55310449,0.697053167
1700123M08Rik,0.553187314,0.697106296
Pnkp,0.553352608,0.697263334
Nudc,0.553684177,0.69757858
Fosl2,0.553662867,0.69757858
Prpf38a,0.553784131,0.697653235
Lypla1,0.554178635,0.698047627
Comtd1,0.554168795,0.698047627
Etfa,0.554288261,0.698134414
Dnajc15,0.554385957,0.698154868
Polr2k,0.554376227,0.698154868
Pygl,0.554483496,0.698226408
Yes1,0.554698298,0.698445587
4930578M01Rik,0.554855816,0.69854131
Fam120b,0.554855821,0.69854131
Slc16a7,0.554997855,0.698605814
Slc25a35,0.555062881,0.698605814
5730455P16Rik,0.55499802,0.698605814
Slmap,0.555070073,0.698605814
Ccdc181,0.555426217,0.698822076
Hnf4a,0.555690335,0.698822076
Tars2,0.555665591,0.698822076
Epha10,0.555690335,0.698822076
Daglb,0.555554209,0.698822076
Pde3a,0.555690335,0.698822076
Ttc21a,0.555690335,0.698822076
Myh13,0.555690335,0.698822076
RP23-411M4.2,0.555690335,0.698822076
Pcdhga6,0.555690335,0.698822076
Znhit2,0.555644999,0.698822076
Zkscan16,0.556215236,0.698994963
4933424M12Rik,0.556215236,0.698994963
Rragc,0.556235578,0.698994963
Bax,0.555936762,0.698994963
9330175E14Rik,0.556215236,0.698994963
Fdx1l,0.555910915,0.698994963
Oit3,0.556215236,0.698994963
Olfr43,0.556215236,0.698994963
Chat,0.556215236,0.698994963
Arl3,0.556117967,0.698994963
Rbck1,0.556352882,0.699030833
Hax1,0.55636954,0.699030833
Scfd1,0.556386459,0.699030833
Tax1bp3,0.556500906,0.69912338
Map3k15,0.556577393,0.69916823
Jam3,0.55675964,0.699345919
Urod,0.556958746,0.699544756
Sctr,0.55712635,0.699591426
Gm11821,0.55712635,0.699591426
Asic1,0.55712635,0.699591426
Gart,0.55715915,0.699591426
Rps17,0.557230593,0.699629885
Gas6,0.557378659,0.699764536
Paqr4,0.557558229,0.699938716
Tmem218,0.557649184,0.700001634
Cul4a,0.5578045,0.700145327
Cept1,0.55788063,0.700189615
Atp5g3,0.557998784,0.700235371
Wbscr16,0.557968713,0.700235371
Ube2f,0.558167541,0.700344604
Pet100,0.558136641,0.700344604
Zfp654,0.558240548,0.700384943
Slc35g1,0.558303012,0.700412049
Clec1a,0.558348054,0.700417296
Vopp1,0.558531096,0.700544381
Syne3,0.55851484,0.700544381
Vsnl1,0.55859216,0.700569711
Tmem59,0.558762475,0.700719069
Cpsf3l,0.558793004,0.700719069
C430014B12Rik,0.558889891,0.700738042
Bin3,0.558874942,0.700738042
Ttc8,0.559004551,0.700830543
Gm15564,0.559079768,0.700873584
Dgkb,0.559193408,0.700873802
Tmem30b,0.559202601,0.700873802
Nol12,0.559197585,0.700873802
Trmt1l,0.559302954,0.700948328
Gm26768,0.559415345,0.700986684
Sp1,0.55939765,0.700986684
Sec23ip,0.559903039,0.701546516
Reep5,0.560126437,0.701775134
Sf3b1,0.560393756,0.701925684
Psen1,0.56028866,0.701925684
Xrcc4,0.56041039,0.701925684
Gm10736,0.560367632,0.701925684
Pgrmc2,0.560454132,0.701929183
Phc2,0.560671653,0.701996456
Bloc1s4,0.560636411,0.701996456
Arih1,0.560587635,0.701996456
Tef,0.56063459,0.701996456
Bin1,0.560749826,0.702043056
Senp3,0.560952966,0.70219624
Tatdn1,0.560954108,0.70219624
Elavl1,0.56104326,0.702205284
Hoxb5os,0.561019638,0.702205284
Kri1,0.561100239,0.702225327
Lor,0.561403364,0.7025534
Ubr1,0.561448304,0.702558349
8430419L09Rik,0.561714244,0.702839822
Slc27a4,0.561794185,0.702888542
Pycr2,0.562101469,0.703119044
Cdc123,0.56204218,0.703119044
Slc4a2,0.562075154,0.703119044
Pmm1,0.562277733,0.703288209
Pcyt2,0.56259814,0.703637627
Smim12,0.562743112,0.703767595
Rpl5,0.563057169,0.704108987
Bpifb6,0.56345959,0.704404617
Ada,0.56349185,0.704404617
Rbm47,0.563499038,0.704404617
Gm8909,0.563386,0.704404617
Nrtn,0.563351028,0.704404617
Zfp276,0.563543749,0.70440914
Atp5k,0.56392838,0.704787132
Dnase1l1,0.563924641,0.704787132
RP24-303N8.3,0.564000323,0.704814816
Eif2b3,0.564032764,0.704814816
Naa25,0.564119128,0.704871353
Hoxa10,0.564196053,0.704916089
Timm10,0.564444501,0.705175106
Gpn2,0.564572909,0.705284128
Rabepk,0.564863352,0.705287171
Pard6b,0.564714912,0.705287171
Gm16069,0.564831197,0.705287171
Krtcap3,0.564729636,0.705287171
Htatip2,0.564816405,0.705287171
Ddx50,0.564788865,0.705287171
Etf1,0.564637912,0.705287171
Focad,0.56516791,0.705616047
Rgs8,0.565307566,0.705658998
Rgs3,0.565325809,0.705658998
Trappc8,0.565297201,0.705658998
Mapk1ip1l,0.565505259,0.705831597
Mir6236,0.565715286,0.706042332
Ensa,0.565847989,0.706156539
Tnks1bp1,0.566377563,0.706719726
N4bp2,0.566381729,0.706719726
Ufsp2,0.566492021,0.70678019
BC002059,0.566512648,0.70678019
Rpl35,0.566812414,0.707102715
Copz2,0.566858637,0.707108918
Gm13872,0.567193845,0.707115411
Ugt2b35,0.567193845,0.707115411
Tex37,0.567193845,0.707115411
Nphs1,0.567193845,0.707115411
Anapc15,0.566965467,0.707115411
Cckbr,0.567193845,0.707115411
Hepacam,0.567193845,0.707115411
Ublcp1,0.566928357,0.707115411
Hook1,0.567311472,0.707141457
Pex10,0.567285883,0.707141457
Mapk9,0.567338493,0.707141457
mt-Rnr2,0.567422608,0.707194878
Rps16,0.567577235,0.707284746
Ide,0.567540611,0.707284746
A430105J06Rik,0.567834772,0.707399975
Psma5,0.567773439,0.707399975
Gm22211,0.567834772,0.707399975
Trpc6,0.567834772,0.707399975
Rbfa,0.567906553,0.707437986
Zdhhc12,0.568039838,0.707552601
Ttc39d,0.568398928,0.707948443
Ankrd54,0.568583055,0.708126325
Lrrc46,0.568666854,0.708179238
Cnot10,0.568718504,0.70819211
Ndufc1,0.568876819,0.708337796
Camk4,0.568988714,0.708425664
Slmo2,0.569291359,0.708750997
Phykpl,0.569484695,0.708785786
Gemin2,0.569406414,0.708785786
Nid2,0.569457638,0.708785786
Mid1ip1,0.569379176,0.708785786
Nr2f6,0.569871127,0.709215251
Ap3b2,0.569943961,0.709221845
2610044O15Rik8,0.569959173,0.709221845
Trappc6a,0.570219445,0.70949421
Parp4,0.570548878,0.709852581
H13,0.57062041,0.709890055
Fam161a,0.570737401,0.709984074
Anxa9,0.571010943,0.710221273
Rnpc3,0.570977171,0.710221273
Nrbf2,0.571153643,0.710295687
Gm11100,0.571142591,0.710295687
Lzts3,0.571500738,0.710550597
Ccdc169,0.571500738,0.710550597
4931440F15Rik,0.571500738,0.710550597
Sdf2,0.571524421,0.710550597
Cdh15,0.571732637,0.710757913
Timp2,0.571794622,0.710783424
Prkcsh,0.571914307,0.710880651
Cstf3,0.571957245,0.710882475
Mad2l1,0.572060262,0.710958965
Zfp574,0.572151034,0.710968686
Lztr1,0.57213305,0.710968686
Slc5a6,0.572346026,0.711159436
Trappc12,0.572413735,0.711178546
Selo,0.572444381,0.711178546
Rgr,0.572539758,0.711245491
Usp21,0.572786047,0.711491295
Plekhh1,0.57283441,0.711491295
Igbp1,0.572862143,0.711491295
Rn7sk,0.572988326,0.711596456
Nprl2,0.573087206,0.711616145
Eif4b,0.573051888,0.711616145
Gpn3,0.573305655,0.711835835
Gm2619,0.573502751,0.712028983
RP24-288J3.2,0.573680054,0.712197529
Srsf11,0.573727675,0.712205069
Anapc4,0.573918405,0.712287091
Eif2b1,0.573838143,0.712287091
Aco2,0.573896071,0.712287091
Trp53bp1,0.573987136,0.712300008
Pex13,0.574011918,0.712300008
Znrd1,0.574082667,0.712333055
Coro1b,0.57412166,0.712333055
Sptlc1,0.574165903,0.712336391
Casc1,0.574388837,0.712468881
Prpsap2,0.574355027,0.712468881
Popdc2,0.574397383,0.712468881
Bzw1,0.574532464,0.712506706
Fam92a,0.574671218,0.712506706
Gys1,0.574506506,0.712506706
Pum2,0.574677267,0.712506706
Txndc11,0.574598144,0.712506706
Dcx,0.574570152,0.712506706
Nsmce2,0.574725834,0.712515386
Rps15a,0.575134659,0.712930952
Pde4d,0.575147032,0.712930952
Socs6,0.575185805,0.712930952
Matn2,0.575405696,0.713151937
Dmtf1,0.575498726,0.713178251
Ndufaf3,0.575510136,0.713178251
Klk9,0.575709507,0.713373744
Sirt3,0.575793205,0.713425885
Lama3,0.575856693,0.71345298
Apopt1,0.575952899,0.713520604
Prmt7,0.576107406,0.713660439
Ube2w,0.576920388,0.714256311
Inadl,0.576864088,0.714256311
Lrig1,0.576669718,0.714256311
9530068E07Rik,0.57684199,0.714256311
Rad51d,0.576921764,0.714256311
Cln5,0.576819006,0.714256311
Krt18,0.576837281,0.714256311
Jak2,0.57678637,0.714256311
Uros,0.577098758,0.71442384
Gm17188,0.577157429,0.714444876
AA543186,0.57776107,0.715088827
Dpyd,0.577745609,0.715088827
Necab3,0.578144781,0.715512081
Ggnbp2,0.578300158,0.715604577
Mmp25,0.57830301,0.715604577
Gm17509,0.578594647,0.715913775
Uckl1,0.578664566,0.71594861
Slc15a4,0.578826349,0.716097089
Tmpo,0.579030133,0.716297505
Atp5b,0.579201283,0.716457525
Angel2,0.579388579,0.716585788
Insig1,0.579362481,0.716585788
Ppp4r2,0.579444809,0.71660363
Adss,0.579648204,0.716803456
Nat10,0.579752199,0.716880344
Tmem87a,0.579978171,0.717108035
Dtx3,0.580041089,0.717134104
Akr1a1,0.580129856,0.717178205
Plekhn1,0.580160435,0.717178205
Nudcd3,0.58027347,0.717266212
Mfn2,0.580362403,0.717324415
Prdm1,0.580460918,0.717342733
Itk,0.580460918,0.717342733
Haus7,0.580511316,0.7173533
Inpp5k,0.580815347,0.717573815
Fam104a,0.580802073,0.717573815
Prl7c1,0.580795869,0.717573815
Smim14,0.581041588,0.717750864
Rps26,0.581042395,0.717750864
Mpeg1,0.581103116,0.717774147
Cyp2j6,0.581190298,0.71783011
Unc13a,0.58134936,0.717923113
Cuta,0.581319847,0.717923113
Mmp16,0.581500444,0.718023541
Atp5g1,0.581514457,0.718023541
2010320M18Rik,0.581605353,0.718035621
Mrpl16,0.581608015,0.718035621
Gm26773,0.581832341,0.718260838
0610030E20Rik,0.58199663,0.718411912
Slc18b1,0.582196086,0.718554633
Hnrnph3,0.582192644,0.718554633
Higd2a,0.582365619,0.718712127
Zfp938,0.582510432,0.718839092
Desi2,0.582643654,0.718951736
Gm4889,0.582704579,0.718975159
B3gnt2,0.582783149,0.71902035
D7Ertd715e,0.582991626,0.719225797
Efna1,0.583086361,0.719290904
Elovl1,0.583194064,0.719371998
Jtb,0.58370591,0.719951555
Klhl42,0.58380481,0.719969932
Wbp1l,0.583778526,0.719969932
Mmp17,0.583975677,0.720128843
Pak4,0.584057987,0.720152529
Cog8,0.584078906,0.720152529
Rps8,0.584560547,0.7206434
Commd5,0.584561106,0.7206434
Rapgef4,0.584726741,0.720743928
Supt4a,0.584707222,0.720743928
Iars2,0.58482895,0.720766257
Guf1,0.584806106,0.720766257
Ei24,0.584900001,0.720802
Prdx1,0.584957001,0.720808279
1700010I14Rik,0.584989195,0.720808279
Tmem38b,0.585205451,0.720995675
Pstpip1,0.585225401,0.720995675
Hspa12a,0.585419015,0.721182375
Chst15,0.585620325,0.721326694
2610015P09Rik,0.585606127,0.721326694
Zfp345,0.585781332,0.721395118
Gcdh,0.585802126,0.721395118
Fam161b,0.58577859,0.721395118
Ppp2r5e,0.585997295,0.721531793
Daxx,0.585979318,0.721531793
Cnpy2,0.586043175,0.721536458
Ccny,0.586086364,0.721537808
Ube2d3,0.586161728,0.721578767
Nebl,0.586224906,0.721604721
Mrpl40,0.586519716,0.721915773
Cnn3,0.586787126,0.722193058
Trappc4,0.586940778,0.722330305
Gm8080,0.587030847,0.722389287
Eef1e1,0.587149357,0.722483258
Snrpd3,0.587299934,0.722616672
Ptpmt1,0.587385542,0.722618268
Kdm2a,0.587382651,0.722618268
Gm14326,0.587504817,0.722711065
Elf2,0.587598041,0.722711065
Ptpn3,0.587592641,0.722711065
Ret,0.587671773,0.722711065
A830019P07Rik,0.587645706,0.722711065
Chpf2,0.587833869,0.72285855
Rpl7,0.587952033,0.722871408
A930005H10Rik,0.587926784,0.722871408
Pik3ip1,0.587970834,0.722871408
Tusc3,0.588071641,0.722943494
Gm11457,0.588200577,0.722998299
Eif4h,0.588192833,0.722998299
Ovol2,0.588384982,0.723153693
Ssr4,0.58841137,0.723153693
Sec31a,0.588526169,0.723242927
Pttg1,0.588714494,0.723400458
Acp1,0.588768786,0.723400458
Ercc6,0.588780959,0.723400458
Cdip1,0.588978231,0.723590972
Rras,0.589150667,0.723677501
Smn1,0.589142101,0.723677501
Rps2,0.589175312,0.723677501
Mcu,0.58966627,0.724228646
Gm16976,0.589752009,0.724282056
Rims1,0.58989187,0.724401922
Ccdc174,0.590039587,0.724531419
Cptp,0.590117338,0.724574988
Tmtc4,0.590193261,0.724616307
Ccr1l1,0.59028564,0.724677823
Ube2l3,0.590576192,0.724982604
Tmed1,0.590654732,0.725027097
Psma1,0.590953921,0.725290478
Gm15964,0.590937132,0.725290478
Ptdss2,0.591036589,0.725340006
Prrc1,0.591082715,0.725344685
Pisd,0.591266125,0.72543716
Cplx1,0.591312194,0.72543716
Sf3b2,0.591304834,0.72543716
Arhgef6,0.591327351,0.72543716
Clp1,0.591532968,0.725533639
Ccbl2,0.5914951,0.725533639
Mrpl55,0.591501245,0.725533639
Slc33a1,0.591768969,0.725771172
Degs1,0.592022357,0.725906396
Gm26841,0.592048613,0.725906396
Arfrp1,0.591944632,0.725906396
Vps13a,0.592008354,0.725906396
Maf,0.592212736,0.726009876
Rps6ka4,0.592217717,0.726009876
Shoc2,0.592293357,0.726050681
Eif5,0.592484145,0.726232622
Ssr1,0.592526983,0.726233201
Smarcad1,0.59265277,0.726283514
Timm9,0.592612919,0.726283514
Asna1,0.592962952,0.726611689
Hnrnpab,0.59306734,0.726687659
Emc4,0.593360145,0.726946203
Nhlrc2,0.593363159,0.726946203
Rnf149,0.593504674,0.726974993
Arih2,0.593460711,0.726974993
Tmem251,0.593513886,0.726974993
Zfp933,0.593560325,0.726979929
Elp4,0.593727773,0.727069518
Aasdhppt,0.593768925,0.727069518
Rab3d,0.59380313,0.727069518
Pja1,0.593774023,0.727069518
Cul3,0.594126805,0.727361927
Crip2,0.594102456,0.727361927
Mapkbp1,0.594656418,0.72785436
Snrpb2,0.594629935,0.72785436
Cadm1,0.594653864,0.72785436
Arl4a,0.594771945,0.727943787
Cebpa,0.594888658,0.728034653
Dnajc8,0.595275966,0.728456639
Dctn3,0.595532582,0.728622703
Copg1,0.595472704,0.728622703
Slc35b1,0.595539184,0.728622703
Pfdn1,0.59573558,0.72881097
Cd2bp2,0.595836858,0.728882852
0610037L13Rik,0.596189791,0.729262552
Loxl3,0.596497878,0.729446313
Lyrm5,0.596561601,0.729446313
Nicn1,0.596554801,0.729446313
Mapk11,0.596595339,0.729446313
Ift57,0.59642115,0.729446313
Gstp1,0.596489027,0.729446313
Mpp6,0.59671381,0.72953913
Parp11,0.596984787,0.729818373
Mixl1,0.597249702,0.730065664
Spop,0.597272248,0.730065664
Thoc7,0.598006037,0.730910481
Ech1,0.598072845,0.730940019
Gm27820,0.598143808,0.730974632
Hprt,0.59822813,0.731025563
Dld,0.59827931,0.731035992
Gmpr2,0.598363408,0.731086639
Dhx36,0.598834907,0.731610574
Rnf10,0.599040444,0.731797728
Ganab,0.599073476,0.731797728
Tmem159,0.599124085,0.731807401
Mob4,0.599310252,0.731982639
Sp3os,0.59937046,0.73200402
S1pr2,0.599601762,0.732234338
Lage3,0.599700833,0.732303155
Hiat1,0.599823954,0.732401327
Ccdc84,0.600028388,0.732598762
Zfand5,0.600247492,0.73281408
Dhx15,0.600646718,0.733212495
Cttn,0.600702152,0.733212495
Fbxo25,0.600675803,0.733212495
Trabd,0.601000684,0.733524651
Coq5,0.601058153,0.733542564
6330418K02Rik,0.601172049,0.733557073
Mrps35,0.601149134,0.733557073
Ykt6,0.60119842,0.733557073
Rmdn3,0.601534393,0.733602468
Atp10d,0.601320078,0.733602468
Vgf,0.601416356,0.733602468
Bicd1,0.601571604,0.733602468
Mef2a,0.601577989,0.733602468
Ilk,0.601548308,0.733602468
Tfdp2,0.601425164,0.733602468
Sh2d1a,0.601416356,0.733602468
Prkra,0.601826285,0.733673939
Lpcat2,0.601839059,0.733673939
Dnajc7,0.601850597,0.733673939
Cdsn,0.601789711,0.733673939
Rock1,0.601787632,0.733673939
Wdr38,0.602709912,0.734485686
Fam69a,0.602761443,0.734485686
Asphd1,0.602584396,0.734485686
Tmem14c,0.602604861,0.734485686
Pbrm1,0.602655024,0.734485686
Nubp2,0.602816423,0.734485686
Gm26917,0.602805324,0.734485686
Stk11ip,0.602923487,0.734563924
Mab21l3,0.603050761,0.734666771
Rplp2-ps1,0.60310936,0.734685947
Ap1g2,0.603172144,0.734710218
Trip12,0.60339251,0.734865505
Tmem5,0.603428237,0.734865505
Tspan13,0.603397119,0.734865505
Mrfap1,0.603657134,0.73503982
Sec61a1,0.603649426,0.73503982
Nars,0.603790377,0.735149843
Ercc1,0.604077692,0.735447428
Rhog,0.604230766,0.73558155
Taco1,0.604296306,0.735609096
Aen,0.604449437,0.735743255
Nudt14,0.604590066,0.735862177
4930481A15Rik,0.604865264,0.73614486
Trmt44,0.605000976,0.736240891
Chd9,0.605030068,0.736240891
Tbc1d20,0.605183978,0.736374486
Nde1,0.605225769,0.736374486
